chrom	start	end	width	gene_id
1	2437560	2439665	2106	AT1G07890.8
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	2437330	2439665	2336	AT1G07890.1
1	2437330	2439665	2336	AT1G07890.6
1	2437437	2439665	2229	AT1G07890.2
1	2437478	2439665	2188	AT1G07890.4
1	2437478	2439665	2188	AT1G07890.5
1	2437478	2439665	2188	AT1G07890.7
1	2437560	2439665	2106	AT1G07890.8
1	2437725	2439665	1941	AT1G07890.3
1	3119878	3122526	2649	AT1G09640.1
1	3119967	3122324	2358	AT1G09640.2
1	3119878	3122526	2649	AT1G09640.1
1	3119967	3122324	2358	AT1G09640.2
1	3119878	3122526	2649	AT1G09640.1
1	3119967	3122324	2358	AT1G09640.2
1	3119878	3122526	2649	AT1G09640.1
1	3119967	3122324	2358	AT1G09640.2
1	3119878	3122526	2649	AT1G09640.1
1	3119967	3122324	2358	AT1G09640.2
1	3119878	3122526	2649	AT1G09640.1
1	3119967	3122324	2358	AT1G09640.2
1	3119878	3122526	2649	AT1G09640.1
1	3119967	3122324	2358	AT1G09640.2
1	3119878	3122526	2649	AT1G09640.1
1	3119967	3122324	2358	AT1G09640.2
1	3119878	3122526	2649	AT1G09640.1
1	3119967	3122324	2358	AT1G09640.2
1	3119878	3122526	2649	AT1G09640.1
1	3119967	3122324	2358	AT1G09640.2
1	3119878	3122526	2649	AT1G09640.1
1	3119967	3122324	2358	AT1G09640.2
1	3119878	3122526	2649	AT1G09640.1
1	3119967	3122324	2358	AT1G09640.2
1	3119878	3122526	2649	AT1G09640.1
1	3119967	3122324	2358	AT1G09640.2
1	3395558	3396849	1292	AT1G10360.1
1	3395558	3396849	1292	AT1G10360.1
1	3395558	3396849	1292	AT1G10360.1
1	3397081	3398358	1278	AT1G10370.1
1	3397081	3398358	1278	AT1G10370.1
1	3397081	3398358	1278	AT1G10370.1
1	3397081	3398358	1278	AT1G10370.1
1	3397081	3398358	1278	AT1G10370.1
1	3397081	3398358	1278	AT1G10370.1
1	3397081	3398358	1278	AT1G10370.1
1	3397081	3398358	1278	AT1G10370.1
1	4206374	4208951	2578	AT1G12370.2
1	4206415	4208951	2537	AT1G12370.1
1	4206374	4208951	2578	AT1G12370.2
1	4206415	4208951	2537	AT1G12370.1
1	4206374	4208951	2578	AT1G12370.2
1	4206415	4208951	2537	AT1G12370.1
1	4206374	4208951	2578	AT1G12370.2
1	4206415	4208951	2537	AT1G12370.1
1	4206374	4208951	2578	AT1G12370.2
1	4206415	4208951	2537	AT1G12370.1
1	4206374	4208951	2578	AT1G12370.2
1	4206415	4208951	2537	AT1G12370.1
1	4206374	4208951	2578	AT1G12370.2
1	4206415	4208951	2537	AT1G12370.1
1	4206374	4208951	2578	AT1G12370.2
1	4206415	4208951	2537	AT1G12370.1
1	4206374	4208951	2578	AT1G12370.2
1	4206415	4208951	2537	AT1G12370.1
1	4206374	4208951	2578	AT1G12370.2
1	4206415	4208951	2537	AT1G12370.1
1	4206374	4208951	2578	AT1G12370.2
1	4206415	4208951	2537	AT1G12370.1
1	4206374	4208951	2578	AT1G12370.2
1	4206415	4208951	2537	AT1G12370.1
1	4206374	4208951	2578	AT1G12370.2
1	4206415	4208951	2537	AT1G12370.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5543152	5546103	2952	AT1G16190.1
1	5869846	5870840	995	AT1G17170.1
1	5872145	5873086	942	AT1G17180.1
1	5872145	5873086	942	AT1G17180.1
1	5872145	5873086	942	AT1G17180.1
1	5872145	5873086	942	AT1G17180.1
1	5872145	5873086	942	AT1G17180.1
1	5872145	5873086	942	AT1G17180.1
1	5872145	5873086	942	AT1G17180.1
1	5872145	5873086	942	AT1G17180.1
1	5875350	5876545	1196	AT1G17190.1
1	5875350	5876545	1196	AT1G17190.1
1	5875350	5876545	1196	AT1G17190.1
1	5875350	5876545	1196	AT1G17190.1
1	5875350	5876545	1196	AT1G17190.1
1	5875350	5876545	1196	AT1G17190.1
1	5875350	5876545	1196	AT1G17190.1
1	6224501	6227822	3322	AT1G18090.1
1	6224504	6227822	3319	AT1G18090.2
1	6224501	6227822	3322	AT1G18090.1
1	6224504	6227822	3319	AT1G18090.2
1	6224501	6227822	3322	AT1G18090.1
1	6224504	6227822	3319	AT1G18090.2
1	6224501	6227822	3322	AT1G18090.1
1	6224504	6227822	3319	AT1G18090.2
1	6224501	6227822	3322	AT1G18090.1
1	6224504	6227822	3319	AT1G18090.2
1	6224501	6227822	3322	AT1G18090.1
1	6224504	6227822	3319	AT1G18090.2
1	6224501	6227822	3322	AT1G18090.1
1	6224504	6227822	3319	AT1G18090.2
1	6224501	6227822	3322	AT1G18090.1
1	6224504	6227822	3319	AT1G18090.2
1	6224501	6227822	3322	AT1G18090.1
1	6224504	6227822	3319	AT1G18090.2
1	6224501	6227822	3322	AT1G18090.1
1	6224504	6227822	3319	AT1G18090.2
1	6224501	6227822	3322	AT1G18090.1
1	6224504	6227822	3319	AT1G18090.2
1	6224501	6227822	3322	AT1G18090.1
1	6224504	6227822	3319	AT1G18090.2
1	6773302	6774528	1227	AT1G19570.1
1	6773311	6774528	1218	AT1G19570.2
1	6773302	6774528	1227	AT1G19570.1
1	6773311	6774528	1218	AT1G19570.2
1	9425460	9426886	1427	AT1G27130.1
1	9425460	9426886	1427	AT1G27130.1
1	9425460	9426886	1427	AT1G27130.1
1	9425460	9426886	1427	AT1G27130.1
1	9425460	9426886	1427	AT1G27130.1
1	9425460	9426886	1427	AT1G27130.1
1	9425460	9426886	1427	AT1G27130.1
1	9425460	9426886	1427	AT1G27130.1
1	9425460	9426886	1427	AT1G27130.1
1	9425460	9426886	1427	AT1G27130.1
1	9427858	9428716	859	AT1G27140.1
1	9427858	9428716	859	AT1G27140.1
1	9427858	9428716	859	AT1G27140.1
1	9427858	9428716	859	AT1G27140.1
1	9427858	9428716	859	AT1G27140.1
1	9427858	9428716	859	AT1G27140.1
1	9427858	9428716	859	AT1G27140.1
1	9427858	9428716	859	AT1G27140.1
1	9427858	9428716	859	AT1G27140.1
1	9427858	9428716	859	AT1G27140.1
1	9427858	9428716	859	AT1G27140.1
1	9427858	9428716	859	AT1G27140.1
1	9427858	9428716	859	AT1G27140.1
1	9427858	9428716	859	AT1G27140.1
1	9427858	9428716	859	AT1G27140.1
1	9427858	9428716	859	AT1G27140.1
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10349427	10353736	4310	AT1G29630.3
1	10349466	10353736	4271	AT1G29630.1
1	10349466	10353731	4266	AT1G29630.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	10638911	10640782	1872	AT1G30230.1
1	10638914	10640782	1869	AT1G30230.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	12552655	12554338	1684	AT1G34380.1
1	12552670	12554358	1689	AT1G34380.2
1	18458666	18459906	1241	AT1G49860.1
1	18458666	18459906	1241	AT1G49860.1
1	18458666	18459906	1241	AT1G49860.1
1	18458666	18459906	1241	AT1G49860.1
1	18458666	18459906	1241	AT1G49860.1
1	18458666	18459906	1241	AT1G49860.1
1	18458666	18459906	1241	AT1G49860.1
1	18458666	18459906	1241	AT1G49860.1
1	20038358	20039117	760	AT1G53680.1
1	20038358	20039117	760	AT1G53680.1
1	20038358	20039117	760	AT1G53680.1
1	20038358	20039117	760	AT1G53680.1
1	20038358	20039117	760	AT1G53680.1
1	20038358	20039117	760	AT1G53680.1
1	20038358	20039117	760	AT1G53680.1
1	21377615	21380378	2764	AT1G57720.1
