chrom	start	end	width	fst	p_value
1	665812	665812	1	0.11541	2.685e-06
1	666052	666052	1	0.00845	0.50582086
1	666052	666052	1	0.00845	0.50582086
1	666052	666052	1	0.00845	0.50582086
1	666052	666052	1	0.00845	0.50582086
1	666087	666087	1	0.00883	0.503207413
1	666087	666087	1	0.00883	0.503207413
1	666087	666087	1	0.00883	0.503207413
1	666087	666087	1	0.00883	0.503207413
1	666092	666092	1	0.00566	0.470308159
1	666092	666092	1	0.00566	0.470308159
1	666092	666092	1	0.00566	0.470308159
1	666092	666092	1	0.00566	0.470308159
1	666107	666107	1	0.00833	0.507498027
1	666107	666107	1	0.00833	0.507498027
1	666107	666107	1	0.00833	0.507498027
1	666107	666107	1	0.00833	0.507498027
1	666108	666108	1	0.00847	0.507903257
1	666108	666108	1	0.00847	0.507903257
1	666108	666108	1	0.00847	0.507903257
1	666108	666108	1	0.00847	0.507903257
1	2437560	2437560	1	0.00332	0.496893876
1	2437560	2437560	1	0.00332	0.496893876
1	2437560	2437560	1	0.00332	0.496893876
1	2437560	2437560	1	0.00332	0.496893876
1	2437560	2437560	1	0.00332	0.496893876
1	2437560	2437560	1	0.00332	0.496893876
1	2437560	2437560	1	0.00332	0.496893876
1	2437619	2437619	1	0.04448	0.004691701
1	2437619	2437619	1	0.04448	0.004691701
1	2437619	2437619	1	0.04448	0.004691701
1	2437619	2437619	1	0.04448	0.004691701
1	2437619	2437619	1	0.04448	0.004691701
1	2437619	2437619	1	0.04448	0.004691701
1	2437619	2437619	1	0.04448	0.004691701
1	2437655	2437655	1	0.0221	0.055556547
1	2437655	2437655	1	0.0221	0.055556547
1	2437655	2437655	1	0.0221	0.055556547
1	2437655	2437655	1	0.0221	0.055556547
1	2437655	2437655	1	0.0221	0.055556547
1	2437655	2437655	1	0.0221	0.055556547
1	2437655	2437655	1	0.0221	0.055556547
1	2437671	2437671	1	0.05471	0.001370715
1	2437671	2437671	1	0.05471	0.001370715
1	2437671	2437671	1	0.05471	0.001370715
1	2437671	2437671	1	0.05471	0.001370715
1	2437671	2437671	1	0.05471	0.001370715
1	2437671	2437671	1	0.05471	0.001370715
1	2437671	2437671	1	0.05471	0.001370715
1	2437718	2437718	1	0.05734	0.000921066
1	2437718	2437718	1	0.05734	0.000921066
1	2437718	2437718	1	0.05734	0.000921066
1	2437718	2437718	1	0.05734	0.000921066
1	2437718	2437718	1	0.05734	0.000921066
1	2437718	2437718	1	0.05734	0.000921066
1	2437718	2437718	1	0.05734	0.000921066
1	2437746	2437746	1	0.05961	0.000847647
1	2437746	2437746	1	0.05961	0.000847647
1	2437746	2437746	1	0.05961	0.000847647
1	2437746	2437746	1	0.05961	0.000847647
1	2437746	2437746	1	0.05961	0.000847647
1	2437746	2437746	1	0.05961	0.000847647
1	2437746	2437746	1	0.05961	0.000847647
1	2437746	2437746	1	0.05961	0.000847647
1	2437747	2437747	1	0.00972	0.218887722
1	2437747	2437747	1	0.00972	0.218887722
1	2437747	2437747	1	0.00972	0.218887722
1	2437747	2437747	1	0.00972	0.218887722
1	2437747	2437747	1	0.00972	0.218887722
1	2437747	2437747	1	0.00972	0.218887722
1	2437747	2437747	1	0.00972	0.218887722
1	2437747	2437747	1	0.00972	0.218887722
1	2437799	2437799	1	0.05455	0.005002768
1	2437799	2437799	1	0.05455	0.005002768
1	2437799	2437799	1	0.05455	0.005002768
1	2437799	2437799	1	0.05455	0.005002768
1	2437799	2437799	1	0.05455	0.005002768
1	2437799	2437799	1	0.05455	0.005002768
1	2437799	2437799	1	0.05455	0.005002768
1	2437799	2437799	1	0.05455	0.005002768
1	2437821	2437821	1	7e-05	1
1	2437821	2437821	1	7e-05	1
1	2437821	2437821	1	7e-05	1
1	2437821	2437821	1	7e-05	1
1	2437821	2437821	1	7e-05	1
1	2437821	2437821	1	7e-05	1
1	2437821	2437821	1	7e-05	1
1	2437821	2437821	1	7e-05	1
1	2437995	2437995	1	0.02336	0.067936164
1	2437995	2437995	1	0.02336	0.067936164
1	2437995	2437995	1	0.02336	0.067936164
1	2437995	2437995	1	0.02336	0.067936164
1	2437995	2437995	1	0.02336	0.067936164
1	2437995	2437995	1	0.02336	0.067936164
1	2437995	2437995	1	0.02336	0.067936164
1	2437995	2437995	1	0.02336	0.067936164
1	2438154	2438154	1	0.00397	0.413160485
1	2438154	2438154	1	0.00397	0.413160485
1	2438154	2438154	1	0.00397	0.413160485
1	2438154	2438154	1	0.00397	0.413160485
1	2438154	2438154	1	0.00397	0.413160485
1	2438154	2438154	1	0.00397	0.413160485
1	2438154	2438154	1	0.00397	0.413160485
1	2438154	2438154	1	0.00397	0.413160485
1	2438397	2438397	1	0.01162	0.243001333
1	2438397	2438397	1	0.01162	0.243001333
1	2438397	2438397	1	0.01162	0.243001333
1	2438397	2438397	1	0.01162	0.243001333
1	2438397	2438397	1	0.01162	0.243001333
1	2438397	2438397	1	0.01162	0.243001333
1	2438397	2438397	1	0.01162	0.243001333
1	2438397	2438397	1	0.01162	0.243001333
1	2438436	2438436	1	0.02778	0.026280783
1	2438436	2438436	1	0.02778	0.026280783
1	2438436	2438436	1	0.02778	0.026280783
1	2438436	2438436	1	0.02778	0.026280783
1	2438436	2438436	1	0.02778	0.026280783
1	2438436	2438436	1	0.02778	0.026280783
1	2438436	2438436	1	0.02778	0.026280783
1	2438436	2438436	1	0.02778	0.026280783
1	2438596	2438596	1	0.10929	1.1256e-05
1	2438596	2438596	1	0.10929	1.1256e-05
1	2438596	2438596	1	0.10929	1.1256e-05
1	2438596	2438596	1	0.10929	1.1256e-05
1	2438596	2438596	1	0.10929	1.1256e-05
1	2438596	2438596	1	0.10929	1.1256e-05
1	2438596	2438596	1	0.10929	1.1256e-05
1	2438596	2438596	1	0.10929	1.1256e-05
1	2438616	2438616	1	0.03582	0.015056784
1	2438616	2438616	1	0.03582	0.015056784
1	2438616	2438616	1	0.03582	0.015056784
1	2438616	2438616	1	0.03582	0.015056784
1	2438616	2438616	1	0.03582	0.015056784
1	2438616	2438616	1	0.03582	0.015056784
1	2438616	2438616	1	0.03582	0.015056784
1	2438616	2438616	1	0.03582	0.015056784
1	2438619	2438619	1	0.01687	0.139789676
1	2438619	2438619	1	0.01687	0.139789676
1	2438619	2438619	1	0.01687	0.139789676
1	2438619	2438619	1	0.01687	0.139789676
1	2438619	2438619	1	0.01687	0.139789676
1	2438619	2438619	1	0.01687	0.139789676
1	2438619	2438619	1	0.01687	0.139789676
1	2438619	2438619	1	0.01687	0.139789676
1	2438677	2438677	1	0.02375	0.067801149
1	2438677	2438677	1	0.02375	0.067801149
1	2438677	2438677	1	0.02375	0.067801149
1	2438677	2438677	1	0.02375	0.067801149
1	2438677	2438677	1	0.02375	0.067801149
1	2438677	2438677	1	0.02375	0.067801149
1	2438677	2438677	1	0.02375	0.067801149
1	2438677	2438677	1	0.02375	0.067801149
1	2438684	2438684	1	0.02303	0.068520358
1	2438684	2438684	1	0.02303	0.068520358
1	2438684	2438684	1	0.02303	0.068520358
1	2438684	2438684	1	0.02303	0.068520358
1	2438684	2438684	1	0.02303	0.068520358
1	2438684	2438684	1	0.02303	0.068520358
1	2438684	2438684	1	0.02303	0.068520358
1	2438684	2438684	1	0.02303	0.068520358
1	2438689	2438689	1	0.01956	0.076416902
1	2438689	2438689	1	0.01956	0.076416902
1	2438689	2438689	1	0.01956	0.076416902
1	2438689	2438689	1	0.01956	0.076416902
1	2438689	2438689	1	0.01956	0.076416902
1	2438689	2438689	1	0.01956	0.076416902
1	2438689	2438689	1	0.01956	0.076416902
1	2438689	2438689	1	0.01956	0.076416902
1	2438804	2438804	1	0.03007	0.023249949
1	2438804	2438804	1	0.03007	0.023249949
1	2438804	2438804	1	0.03007	0.023249949
1	2438804	2438804	1	0.03007	0.023249949
1	2438804	2438804	1	0.03007	0.023249949
1	2438804	2438804	1	0.03007	0.023249949
1	2438804	2438804	1	0.03007	0.023249949
1	2438804	2438804	1	0.03007	0.023249949
1	2438810	2438810	1	0.03081	0.022846168
1	2438810	2438810	1	0.03081	0.022846168
1	2438810	2438810	1	0.03081	0.022846168
1	2438810	2438810	1	0.03081	0.022846168
1	2438810	2438810	1	0.03081	0.022846168
1	2438810	2438810	1	0.03081	0.022846168
1	2438810	2438810	1	0.03081	0.022846168
1	2438810	2438810	1	0.03081	0.022846168
1	2438847	2438847	1	0.00425	0.503440001
1	2438847	2438847	1	0.00425	0.503440001
1	2438847	2438847	1	0.00425	0.503440001
1	2438847	2438847	1	0.00425	0.503440001
1	2438847	2438847	1	0.00425	0.503440001
1	2438847	2438847	1	0.00425	0.503440001
1	2438847	2438847	1	0.00425	0.503440001
1	2438847	2438847	1	0.00425	0.503440001
1	2439049	2439049	1	0.02939	0.029917413
1	2439049	2439049	1	0.02939	0.029917413
1	2439049	2439049	1	0.02939	0.029917413
1	2439049	2439049	1	0.02939	0.029917413
1	2439049	2439049	1	0.02939	0.029917413
1	2439049	2439049	1	0.02939	0.029917413
1	2439049	2439049	1	0.02939	0.029917413
1	2439049	2439049	1	0.02939	0.029917413
1	2439081	2439081	1	0.03844	0.01543848
1	2439081	2439081	1	0.03844	0.01543848
1	2439081	2439081	1	0.03844	0.01543848
1	2439081	2439081	1	0.03844	0.01543848
1	2439081	2439081	1	0.03844	0.01543848
1	2439081	2439081	1	0.03844	0.01543848
1	2439081	2439081	1	0.03844	0.01543848
1	2439081	2439081	1	0.03844	0.01543848
1	2439083	2439083	1	0.02869	0.043868506
1	2439083	2439083	1	0.02869	0.043868506
1	2439083	2439083	1	0.02869	0.043868506
1	2439083	2439083	1	0.02869	0.043868506
1	2439083	2439083	1	0.02869	0.043868506
1	2439083	2439083	1	0.02869	0.043868506
1	2439083	2439083	1	0.02869	0.043868506
1	2439083	2439083	1	0.02869	0.043868506
1	2439202	2439202	1	0.02	0.089041577
1	2439202	2439202	1	0.02	0.089041577
1	2439202	2439202	1	0.02	0.089041577
1	2439202	2439202	1	0.02	0.089041577
1	2439202	2439202	1	0.02	0.089041577
1	2439202	2439202	1	0.02	0.089041577
1	2439202	2439202	1	0.02	0.089041577
1	2439202	2439202	1	0.02	0.089041577
1	2439213	2439213	1	0.00132	0.798008401
1	2439213	2439213	1	0.00132	0.798008401
1	2439213	2439213	1	0.00132	0.798008401
1	2439213	2439213	1	0.00132	0.798008401
1	2439213	2439213	1	0.00132	0.798008401
1	2439213	2439213	1	0.00132	0.798008401
1	2439213	2439213	1	0.00132	0.798008401
1	2439213	2439213	1	0.00132	0.798008401
1	2439345	2439345	1	0.00076	0.740293535
1	2439345	2439345	1	0.00076	0.740293535
1	2439345	2439345	1	0.00076	0.740293535
1	2439345	2439345	1	0.00076	0.740293535
1	2439345	2439345	1	0.00076	0.740293535
1	2439345	2439345	1	0.00076	0.740293535
1	2439345	2439345	1	0.00076	0.740293535
1	2439345	2439345	1	0.00076	0.740293535
1	2439402	2439402	1	0.06549	0.0003705
1	2439402	2439402	1	0.06549	0.0003705
1	2439402	2439402	1	0.06549	0.0003705
1	2439402	2439402	1	0.06549	0.0003705
1	2439402	2439402	1	0.06549	0.0003705
1	2439402	2439402	1	0.06549	0.0003705
1	2439402	2439402	1	0.06549	0.0003705
1	2439402	2439402	1	0.06549	0.0003705
1	2439441	2439441	1	0.09318	5.702e-06
1	2439441	2439441	1	0.09318	5.702e-06
1	2439441	2439441	1	0.09318	5.702e-06
1	2439441	2439441	1	0.09318	5.702e-06
1	2439441	2439441	1	0.09318	5.702e-06
1	2439441	2439441	1	0.09318	5.702e-06
1	2439441	2439441	1	0.09318	5.702e-06
1	2439441	2439441	1	0.09318	5.702e-06
1	3120228	3120228	1	0.0104	0.503607504
1	3120228	3120228	1	0.0104	0.503607504
1	3120242	3120242	1	0.00874	0.511596588
1	3120242	3120242	1	0.00874	0.511596588
1	3120601	3120601	1	0.01211	0.498913557
1	3120601	3120601	1	0.01211	0.498913557
1	3120655	3120655	1	0.01256	0.211838403
1	3120655	3120655	1	0.01256	0.211838403
1	3120677	3120677	1	0.00981	0.502884264
1	3120677	3120677	1	0.00981	0.502884264
1	3120721	3120721	1	0.01081	0.498795181
1	3120721	3120721	1	0.01081	0.498795181
1	3120763	3120763	1	0.02037	0.13990146
1	3120763	3120763	1	0.02037	0.13990146
1	3121149	3121149	1	0.04228	0.006605379
1	3121149	3121149	1	0.04228	0.006605379
1	3121154	3121154	1	0.11538	5.04e-07
1	3121154	3121154	1	0.11538	5.04e-07
1	3121167	3121167	1	0.01353	0.190117801
1	3121167	3121167	1	0.01353	0.190117801
1	3121498	3121498	1	0.00754	0.302557286
1	3121498	3121498	1	0.00754	0.302557286
1	3121614	3121614	1	0.00958	0.501298701
1	3121614	3121614	1	0.00958	0.501298701
1	3121697	3121697	1	0.05782	0.001362983
1	3121697	3121697	1	0.05782	0.001362983
1	3122014	3122014	1	0.00962	0.497608335
1	3122014	3122014	1	0.00962	0.497608335
1	3395987	3395987	1	0.01735	0.126886812
1	3396016	3396016	1	0.02206	0.068120682
1	3396134	3396134	1	0.04546	0.010744195
1	3396495	3396495	1	0.03783	0.026765391
1	3398190	3398190	1	0.0086	0.508338316
1	3398202	3398202	1	0.01444	0.195
1	3398241	3398241	1	0.04679	0.004426839
1	3398289	3398289	1	0.00809	0.511458135
1	4206526	4206526	1	0.20401	1.2e-08
1	4206526	4206526	1	0.20401	1.2e-08
1	4206609	4206609	1	0.01149	0.497291132
1	4206609	4206609	1	0.01149	0.497291132
1	4206757	4206757	1	0.01713	0.145098998
1	4206757	4206757	1	0.01713	0.145098998
1	4206769	4206769	1	0.1522	5e-07
1	4206769	4206769	1	0.1522	5e-07
1	4206808	4206808	1	0.0086	0.508338316
1	4206808	4206808	1	0.0086	0.508338316
1	4206831	4206831	1	0.24694	0
1	4206831	4206831	1	0.24694	0
1	4206846	4206846	1	0.22273	2e-09
1	4206846	4206846	1	0.22273	2e-09
1	4206886	4206886	1	0.04429	0.007618101
1	4206886	4206886	1	0.04429	0.007618101
1	4207040	4207040	1	0.00026	1
1	4207040	4207040	1	0.00026	1
1	4207315	4207315	1	0.20417	2e-09
1	4207315	4207315	1	0.20417	2e-09
1	4207463	4207463	1	0.18501	1.71e-07
1	4207463	4207463	1	0.18501	1.71e-07
1	4207553	4207553	1	0.01051	0.500651791
1	4207553	4207553	1	0.01051	0.500651791
1	4207724	4207724	1	0.00051	1
1	4207724	4207724	1	0.00051	1
1	4207847	4207847	1	0.01228	0.226877716
1	4207847	4207847	1	0.01228	0.226877716
1	5543161	5543161	1	0.01823	0.194347379
1	5543381	5543381	1	0.04525	0.007129628
1	5543382	5543382	1	0.04746	0.006041422
1	5543415	5543415	1	0.00018	1
1	5543416	5543416	1	0.01687	0.172155689
1	5543450	5543450	1	0.03134	0.039125881
1	5543489	5543489	1	0.07239	0.000980177
1	5543599	5543599	1	0.09029	7.0409e-05
1	5543668	5543668	1	0.09683	1.3285e-05
1	5543755	5543755	1	0.13344	8.44e-07
1	5543779	5543779	1	0.05625	0.002234493
1	5543810	5543810	1	0.02087	0.128586971
1	5543812	5543812	1	0.01985	0.137086903
1	5543836	5543836	1	0.02061	0.150241915
1	5543856	5543856	1	0.01772	0.162389507
1	5543973	5543973	1	0.05851	0.002715124
1	5544108	5544108	1	0.00491	0.478906541
1	5544258	5544258	1	0.01713	0.17908805
1	5544260	5544260	1	0.01592	0.186637459
1	5544286	5544286	1	0.01627	0.189858491
1	5544303	5544303	1	0.01664	0.193362193
1	5544435	5544435	1	0.11342	2.1548e-05
1	5544499	5544499	1	0.01499	0.189356189
1	5544583	5544583	1	0.03977	0.008751945
1	5544598	5544598	1	0.02791	0.040940801
1	5545129	5545129	1	0.01799	0.154902761
1	5545155	5545155	1	0.02521	0.042537754
1	5545176	5545176	1	0.03963	0.019843774
1	5545181	5545181	1	0.035	0.029456627
1	5545336	5545336	1	0.04274	0.023357921
1	5545377	5545377	1	0.01266	0.248427673
1	5545436	5545436	1	0.01439	0.223407775
1	5545439	5545439	1	0.01547	0.200943396
1	5545464	5545464	1	0.01376	0.219277108
1	5545509	5545509	1	0.01798	0.135276721
1	5545510	5545510	1	0.01512	0.185064935
1	5545533	5545533	1	0.02861	0.034794056
1	5545546	5545546	1	0.01672	0.176341731
1	5545568	5545568	1	0.01672	0.176341731
1	5545570	5545570	1	0.01672	0.176341731
1	5545580	5545580	1	0.01232	0.237046104
1	5545592	5545592	1	0.03373	0.02885297
1	5545614	5545614	1	0.03806	0.007266117
1	5545696	5545696	1	0.01235	0.201256281
1	5545724	5545724	1	0.08514	6.606e-06
1	5545772	5545772	1	0.01114	0.220226021
1	5545796	5545796	1	0.01196	0.206196739
1	5545805	5545805	1	0.0381	0.00711197
1	5545928	5545928	1	0.01331	0.198316077
1	5545977	5545977	1	0.035	0.029456627
1	5546102	5546102	1	0.01741	0.156818182
1	5870572	5870572	1	0.01658	0.180682328
1	5870716	5870716	1	0.07898	0.000245037
1	5872652	5872652	1	0.111	6.168e-06
1	5872790	5872790	1	0.04352	0.006761689
1	5872807	5872807	1	0.05055	0.001658814
1	5872821	5872821	1	0.05215	0.001597769
1	5872823	5872823	1	0.05324	0.001538304
1	5872826	5872826	1	0.04013	0.005621501
1	5875583	5875583	1	0.01538	0.176908752
1	5875604	5875604	1	0.05745	0.00128762
1	5876177	5876177	1	0.07278	0.000175339
1	5876257	5876257	1	0.00327	0.508973407
1	5876358	5876358	1	0.01653	0.153639393
1	6224917	6224917	1	0.00021	1
1	6224917	6224917	1	0.00021	1
1	6225146	6225146	1	0.03126	0.034259739
1	6225146	6225146	1	0.03126	0.034259739
1	6225304	6225304	1	0.01668	0.162522826
1	6225304	6225304	1	0.01668	0.162522826
1	6225455	6225455	1	0.05746	0.00434306
1	6225455	6225455	1	0.05746	0.00434306
1	6225609	6225609	1	0.00072	1
1	6225609	6225609	1	0.00072	1
1	6227165	6227165	1	0.01738	0.134194533
1	6227165	6227165	1	0.01738	0.134194533
1	6227304	6227304	1	0.01786	0.158579882
1	6227304	6227304	1	0.01786	0.158579882
1	6227313	6227313	1	0.00137	0.701329496
1	6227313	6227313	1	0.00137	0.701329496
1	6227372	6227372	1	0.05905	0.001378493
1	6227372	6227372	1	0.05905	0.001378493
1	6227376	6227376	1	0.01913	0.124057644
1	6227376	6227376	1	0.01913	0.124057644
1	6227484	6227484	1	8e-05	1
1	6227484	6227484	1	8e-05	1
1	6773774	6773774	1	0.0187	0.079566538
1	6773774	6773774	1	0.0187	0.079566538
1	9425517	9425517	1	0.01406	0.18602716
1	9425580	9425580	1	0.01536	0.152328447
1	9425593	9425593	1	0.00067	0.757861488
1	9425656	9425656	1	0	1
1	9425740	9425740	1	0.01401	0.184962406
1	9425787	9425787	1	1e-05	1
1	9425830	9425830	1	0.00698	0.300360108
1	9425884	9425884	1	0.00211	0.648147225
1	9425984	9425984	1	0.00328	0.510012059
1	9425995	9425995	1	0.01969	0.156410256
1	9427878	9427878	1	0.01857	0.133170663
1	9427882	9427882	1	0.00931	0.503875969
1	9427892	9427892	1	2e-04	0.87408319
1	9428002	9428002	1	0.0084	0.50266876
1	9428092	9428092	1	0.03668	0.011885756
1	9428097	9428097	1	0.07556	0.000171607
1	9428121	9428121	1	0.01401	0.184962406
1	9428127	9428127	1	0.02114	0.059821852
1	9428160	9428160	1	0.02476	0.037519315
1	9428182	9428182	1	0.05119	0.001352506
1	9428194	9428194	1	0.01353	0.190117801
1	9428222	9428222	1	0.01824	0.072846589
1	9428249	9428249	1	0.01885	0.130790007
1	9428256	9428256	1	0.00237	0.599648616
1	9428260	9428260	1	0.00904	0.263235401
1	9428271	9428271	1	0.01346	0.230273752
1	9428284	9428284	1	0.0033	0.617479148
1	10350052	10350052	1	0.01392	0.200596712
1	10350052	10350052	1	0.01392	0.200596712
1	10350052	10350052	1	0.01392	0.200596712
1	10350151	10350151	1	0.03043	0.029546538
1	10350151	10350151	1	0.03043	0.029546538
1	10350151	10350151	1	0.03043	0.029546538
1	10350397	10350397	1	0.0314	0.034288844
1	10350397	10350397	1	0.0314	0.034288844
1	10350397	10350397	1	0.0314	0.034288844
1	10350484	10350484	1	0.01404	0.209049774
1	10350484	10350484	1	0.01404	0.209049774
1	10350484	10350484	1	0.01404	0.209049774
1	10350523	10350523	1	0.00902	0.50514916
1	10350523	10350523	1	0.00902	0.50514916
1	10350523	10350523	1	0.00902	0.50514916
1	10350809	10350809	1	0.00919	0.50770612
1	10350809	10350809	1	0.00919	0.50770612
1	10350809	10350809	1	0.00919	0.50770612
1	10350810	10350810	1	0.00874	0.511596588
1	10350810	10350810	1	0.00874	0.511596588
1	10350810	10350810	1	0.00874	0.511596588
1	10351415	10351415	1	6e-05	1
1	10351415	10351415	1	6e-05	1
1	10351415	10351415	1	6e-05	1
1	10351539	10351539	1	0.02493	0.122107667
1	10351539	10351539	1	0.02493	0.122107667
1	10351539	10351539	1	0.02493	0.122107667
1	10352068	10352068	1	0.01444	0.195
1	10352068	10352068	1	0.01444	0.195
1	10352068	10352068	1	0.01444	0.195
1	10352507	10352507	1	0.05885	0.000446335
1	10352507	10352507	1	0.05885	0.000446335
1	10352507	10352507	1	0.05885	0.000446335
1	10352510	10352510	1	0.02	0.121476172
1	10352510	10352510	1	0.02	0.121476172
1	10352510	10352510	1	0.02	0.121476172
1	10352533	10352533	1	0.01525	0.18091792
1	10352533	10352533	1	0.01525	0.18091792
1	10352533	10352533	1	0.01525	0.18091792
1	10352557	10352557	1	0.11887	7.434e-06
1	10352557	10352557	1	0.11887	7.434e-06
1	10352557	10352557	1	0.11887	7.434e-06
1	10352562	10352562	1	0.04405	0.006596587
1	10352562	10352562	1	0.04405	0.006596587
1	10352562	10352562	1	0.04405	0.006596587
1	10352563	10352563	1	0.03782	0.017406953
1	10352563	10352563	1	0.03782	0.017406953
1	10352563	10352563	1	0.03782	0.017406953
1	10352579	10352579	1	0.00995	0.498755388
1	10352579	10352579	1	0.00995	0.498755388
1	10352579	10352579	1	0.00995	0.498755388
1	10352720	10352720	1	0.00968	0.498254799
1	10352720	10352720	1	0.00968	0.498254799
1	10352720	10352720	1	0.00968	0.498254799
1	10353102	10353102	1	0.01138	0.499825723
1	10353102	10353102	1	0.01138	0.499825723
1	10353102	10353102	1	0.01138	0.499825723
1	10353145	10353145	1	0.00934	0.505805038
1	10353145	10353145	1	0.00934	0.505805038
1	10353145	10353145	1	0.00934	0.505805038
1	10353529	10353529	1	0.00038	0.805500818
1	10353529	10353529	1	0.00038	0.805500818
1	10353529	10353529	1	0.00038	0.805500818
1	10353567	10353567	1	0.13492	3.59e-06
1	10353567	10353567	1	0.13492	3.59e-06
1	10353567	10353567	1	0.13492	3.59e-06
1	10353591	10353591	1	0.05055	0.005735528
1	10353591	10353591	1	0.05055	0.005735528
1	10353591	10353591	1	0.05055	0.005735528
1	10353612	10353612	1	0.018	0.138942887
1	10353612	10353612	1	0.018	0.138942887
1	10353612	10353612	1	0.018	0.138942887
1	10353624	10353624	1	0.01571	0.179456515
1	10353624	10353624	1	0.01571	0.179456515
1	10353624	10353624	1	0.01571	0.179456515
1	10353656	10353656	1	0.00726	0.330630778
1	10353656	10353656	1	0.00726	0.330630778
1	10353656	10353656	1	0.00726	0.330630778
1	10353657	10353657	1	0.00797	0.326205141
1	10353657	10353657	1	0.00797	0.326205141
1	10353657	10353657	1	0.00797	0.326205141
1	10639451	10639451	1	0.01087	0.50668037
1	10639451	10639451	1	0.01087	0.50668037
1	10639483	10639483	1	0.02189	0.123191554
1	10639483	10639483	1	0.02189	0.123191554
1	10639485	10639485	1	0.08232	8.7654e-05
1	10639485	10639485	1	0.08232	8.7654e-05
1	10639486	10639486	1	0.01339	0.219979116
1	10639486	10639486	1	0.01339	0.219979116
1	10639657	10639657	1	0.01325	0.225263758
1	10639657	10639657	1	0.01325	0.225263758
1	10639673	10639673	1	0.01418	0.204202366
1	10639673	10639673	1	0.01418	0.204202366
1	10639679	10639679	1	0.03126	0.034259739
1	10639679	10639679	1	0.03126	0.034259739
1	10639737	10639737	1	0.01105	0.498811441
1	10639737	10639737	1	0.01105	0.498811441
1	10639825	10639825	1	0.02558	0.054625845
1	10639825	10639825	1	0.02558	0.054625845
1	10639957	10639957	1	0.01057	0.502067825
1	10639957	10639957	1	0.01057	0.502067825
1	10640288	10640288	1	0.01353	0.190117801
1	10640288	10640288	1	0.01353	0.190117801
1	10640426	10640426	1	0.01423	0.17739437
1	10640426	10640426	1	0.01423	0.17739437
1	10640432	10640432	1	0.01423	0.17739437
1	10640432	10640432	1	0.01423	0.17739437
1	10640498	10640498	1	0.0161	0.137698377
1	10640498	10640498	1	0.0161	0.137698377
1	10640539	10640539	1	0.01308	0.195235297
1	10640539	10640539	1	0.01308	0.195235297
1	10640543	10640543	1	0.01353	0.190117801
1	10640543	10640543	1	0.01353	0.190117801
1	10640583	10640583	1	0.06585	0.001322735
1	10640583	10640583	1	0.06585	0.001322735
1	10640621	10640621	1	0.01634	0.146738802
1	10640621	10640621	1	0.01634	0.146738802
1	10640661	10640661	1	0.01657	0.099981749
1	10640661	10640661	1	0.01657	0.099981749
1	10640662	10640662	1	0.01571	0.179456515
1	10640662	10640662	1	0.01571	0.179456515
1	10640663	10640663	1	0.01351	0.151460984
1	10640663	10640663	1	0.01351	0.151460984
1	10640678	10640678	1	0.00847	0.510403917
1	10640678	10640678	1	0.00847	0.510403917
1	10640680	10640680	1	0.01571	0.179456515
1	10640680	10640680	1	0.01571	0.179456515
1	12552817	12552817	1	0.00059	1
1	12552817	12552817	1	0.00059	1
1	12552836	12552836	1	0.00805	0.518072289
1	12552836	12552836	1	0.00805	0.518072289
1	12552877	12552877	1	0.00765	0.523329682
1	12552877	12552877	1	0.00765	0.523329682
1	12552903	12552903	1	0.01472	0.297931109
